step,epoch,total_loss,content_loss,style_loss,tv_loss
1,1,5948434944.0,25784.8359375,5948.4091796875,34.41415023803711
2,1,11377169408.0,20728.65625,11377.1494140625,10.03106689453125
3,1,4352997888.0,24066.02734375,4352.9736328125,8.126862525939941
4,1,4903996928.0,24925.765625,4903.9716796875,8.580412864685059
5,1,5385496576.0,22017.515625,5385.474609375,8.206067085266113
6,1,4391636480.0,21020.0234375,4391.615234375,9.277997016906738
7,1,3890546688.0,24800.931640625,3890.52197265625,9.356119155883789
8,1,3305851392.0,25487.734375,3305.82568359375,9.920429229736328
9,1,2921182720.0,27570.74609375,2921.155029296875,10.878393173217773
10,1,2461895424.0,26422.09765625,2461.869140625,12.49455451965332
11,1,2317957888.0,21392.953125,2317.936279296875,11.551012992858887
12,1,2122391040.0,25148.83984375,2122.365966796875,13.195024490356445
13,1,2060271360.0,27947.80078125,2060.243408203125,15.899279594421387
14,1,2097101824.0,24742.296875,2097.0771484375,15.798075675964355
15,1,1952756224.0,19147.66015625,1952.737060546875,12.85371208190918
16,1,1680796288.0,25191.673828125,1680.7711181640625,16.349563598632812
17,1,1818045312.0,24677.244140625,1818.0206298828125,14.060152053833008
18,1,1777507584.0,22672.32421875,1777.4849853515625,13.258090019226074
19,1,1656880512.0,24865.2890625,1656.855712890625,14.970682144165039
20,1,1491809024.0,24307.958984375,1491.78466796875,15.760358810424805
21,1,1488495744.0,22374.666015625,1488.473388671875,15.270357131958008
22,1,1560999552.0,23201.46875,1560.9764404296875,13.453207015991211
23,1,1517695744.0,31254.189453125,1517.66455078125,17.28122901916504
24,1,1495758720.0,24230.25,1495.7344970703125,14.283205032348633
25,1,1295374848.0,28491.287109375,1295.3463134765625,16.94135093688965
26,1,1299064960.0,24825.875,1299.0401611328125,16.54106903076172
27,1,1192206464.0,24528.69140625,1192.181884765625,18.014251708984375
28,1,1233293056.0,29653.33984375,1233.2633056640625,18.595703125
29,1,1238159872.0,27412.525390625,1238.1324462890625,18.956317901611328
30,1,1184198400.0,25108.8984375,1184.17333984375,17.215328216552734
31,1,1088836992.0,27535.841796875,1088.8094482421875,19.47719955444336
32,1,1008600128.0,28737.62890625,1008.5714111328125,18.490680694580078
33,1,928004096.0,23652.94140625,927.9804077148438,18.443269729614258
34,1,863881856.0,27613.0859375,863.854248046875,21.521129608154297
35,1,898505088.0,28464.6640625,898.4766235351562,20.271047592163086
36,1,821939968.0,28647.49609375,821.9113159179688,21.501102447509766
37,1,806229376.0,27201.6328125,806.2021484375,23.03570556640625
38,1,710164608.0,24732.15625,710.139892578125,23.49335479736328
39,1,956375936.0,21349.125,956.3545532226562,20.607791900634766
40,1,774857152.0,25538.771484375,774.8316040039062,22.71150016784668
41,1,761880704.0,30717.490234375,761.8499755859375,22.957080841064453
42,1,715606912.0,28134.71875,715.5787353515625,24.426895141601562
43,1,659896640.0,26668.81640625,659.8699340820312,25.831907272338867
44,1,657372864.0,27495.755859375,657.3453369140625,25.774864196777344
45,1,615326016.0,30577.580078125,615.29541015625,27.659160614013672
46,1,631250816.0,30439.19140625,631.2203369140625,26.442235946655273
